Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Image,Hi-Res Image,Width (in Inches),Height (in Inches),Medium / Material,Price (in USD),Availability,Short Description or Notes,"Full Description, Information, or Custom Content",Recognition,Collection,Order,Feature on Homepage?,Featured Video,Featured Video On?
"House of Loretto, Italy",house-of-loretto-italy,632b56d98acca70c72830aa4,632b56d98acca749a0830c04,Wed Aug 03 2022 17:34:13 GMT+0000 (Coordinated Universal Time),Wed Sep 21 2022 18:56:24 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab17927d18789a0b37995_Jerome_Tupa_Italy_House_of_Loretto_48x59.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab17cb39e957934881de0_Jerome_Tupa_Italy_House_of_Loretto_48x59.jpg,48,59,,,,,,,road-to-rome,,false,,false
House of Saint Francis,house-of-saint-francis,632b56d98acca70c72830aa4,632b56d98acca71076830bfb,Wed Aug 03 2022 17:29:41 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:29:41 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab07311e46cf44ff5e1e5_Jerome_Tupa_House_Of_Saint_Francis_30x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab0759f8061979794be1b_Jerome_Tupa_House_Of_Saint_Francis_30x22.jpg,30,22,,,,,,,,,false,,false
Saint Joseph C,hurch,632b56d98acca70c72830aa4,632b56d98acca7aec5830cac,Thu Aug 04 2022 17:50:44 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 17:50:44 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ec06df0e99ef7844d0cb7d_Jerome_Tupa_St_Joseph_Church_48x68.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ec06e15cf5988fe6b984e3_Jerome_Tupa_St_Joseph_Church_48x68.jpg,48,68,,,,,,,,,false,,false
Inception 2,inception-2,632b56d98acca70c72830aa4,632b56d98acca7516d830bfd,Wed Aug 03 2022 17:30:07 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:30:07 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab0909cd0d6b843688cba_Jerome_Tupa_Inception_2_63x76.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab092e7af15b7d5526438_Jerome_Tupa_Inception_2_63x76.jpg,63,76,,,,,,,,,false,,false
Inception,inception-3,632b56d98acca70c72830aa4,632b56d98acca75140830bfe,Wed Aug 03 2022 17:30:36 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:30:36 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab0ae92c2c1b6a990a319_Jerome_Tupa_Inception_60x69.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab0b09a97c73ef5497a4a_Jerome_Tupa_Inception_60x69.jpg,60,69,,,,,,,,,false,,false
Inscriptions: Catacomb Pictographs,inscriptions-catacomb-pictographs,632b56d98acca70c72830aa4,632b56d98acca74556830bff,Wed Aug 03 2022 17:31:25 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:31:25 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab0cb1233ddd74dd56483_Jerome_Tupa_Inscriptions_Catacomb_Pictographs_84x108.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab0cdeed80fbc11476742_Jerome_Tupa_Inscriptions_Catacomb_Pictographs_84x108.jpg,84,108,,,,,,,,,false,,false
Inscriptions: Dio Amore,inscriptions-dio-amore,632b56d98acca70c72830aa4,632b56d98acca7eb0f830c00,Wed Aug 03 2022 17:32:02 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:32:02 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab106e7af15a8ce5268c8_Jerome_Tupa_Inscriptions_Dio_Amore_63x76.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab108fd22d4fff24905cc_Jerome_Tupa_Inscriptions_Dio_Amore_63x76.jpg,63,76,,,,,,,,,false,,false
Inscriptions: SPQR,inscriptions-spqr,632b56d98acca70c72830aa4,632b56d98acca75751830c01,Wed Aug 03 2022 17:32:31 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:32:31 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab11f35209b142d75f2e7_Jerome_Tupa_Inscriptions_SPQR_62x86.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab1213f3e89c9460f18ec_Jerome_Tupa_Inscriptions_SPQR_62x86.jpg,62,86,,,,,,,,,false,,false
Jerusalem from My Balcony: Ecce Homo,jerusalem-from-my-balcony-ecce-homo,632b56d98acca70c72830aa4,632b56d98acca73286830c09,Wed Aug 03 2022 17:38:45 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:52:35 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab284cdc19d0ba5e865ba_Jerome_Tupa_Jerusalem_from_My_Balcony_Ecce_Homo_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab285d878fe502359c2ad_Jerome_Tupa_Jerusalem_from_My_Balcony_Ecce_Homo_30x23.jpg,30,23,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
Knight of Siena,knight-of-siena,632b56d98acca70c72830aa4,632b56d98acca718ed830c0a,Wed Aug 03 2022 17:39:24 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:39:24 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab2afe6ee0ff490fa2ef2_Jerome_Tupa_Knight_Of_Sienna_29x21.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab2b19a97c73f8a4988d1_Jerome_Tupa_Knight_Of_Sienna_29x21.jpg,29,21,,,,,,,,,false,,false
Krak des Chevaliers,krak-des-chevaliers,632b56d98acca70c72830aa4,632b56d98acca70528830c0b,Wed Aug 03 2022 17:40:17 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:53:21 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab2f434a1ec812fa3ff27_Jerome_Tupa_Krak_des_Chevaliers%2B30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab2f64fe53741e4f15ecc_Jerome_Tupa_Krak_des_Chevaliers%2B30x23.jpg,30,23,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
"La Purissima, California",la-purissima-california,632b56d98acca70c72830aa4,632b56d98acca7ce66830c0e,Thu Aug 04 2022 14:22:54 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:22:54 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd62d5cf5986511b6f4dd_Jerome_Tupa_La_Purissima_California_23x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd62f7adc454ede605a0a_Jerome_Tupa_La_Purissima_California_23x30.jpg,23,30,,,,,,,,,false,,false
Leap Into Spring,leap-into-spring,632b56d98acca70c72830aa4,632b56d98acca74ad6830c0f,Thu Aug 04 2022 14:23:23 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:23:23 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd646498e924d2bc0b97b_Jerome_Tupa_Leap_Into_Spring_48x68.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd64beb86d3aedb79c996_Jerome_Tupa_Leap_Into_Spring_48x68.jpg,48,68,,,,,,,,,false,,false
Lebanon Monastery Cloister,lebanon-monastery-cloister,632b56d98acca70c72830aa4,632b56d98acca7349f830c10,Thu Aug 04 2022 14:24:02 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:24:02 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd66870deca19062c9b21_Jerome_Tupa_Lebanon_Monastery_Cloister_96x71.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd66a52527c2aa8fd68be_Jerome_Tupa_Lebanon_Monastery_Cloister_96x71.jpg,96,71,,,,,,,,,false,,false
Leon Basilica,leon-basilica,632b56d98acca70c72830aa4,632b56d98acca7b0b6830c11,Thu Aug 04 2022 14:24:28 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:24:28 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd68d75eba5468e54042a_Jerome_Tupa_Leon_Basilica_25x18.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd690813006f79aa66ebc_Jerome_Tupa_Leon_Basilica_25x18.jpg,25,18,,,,,,,,,false,,false
Leon Transept,leon-transept,632b56d98acca70c72830aa4,632b56d98acca765ff830c12,Thu Aug 04 2022 14:24:52 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:24:52 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6a5c09ba3b7c3017c30_Jerome_Tupa_Leon_Transept_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6a8dcb6b5bc335da390_Jerome_Tupa_Leon_Transept_30x23.jpg,30,23,,,,,,,,,false,,false
Les Invalides,les-invalides,632b56d98acca70c72830aa4,632b56d98acca7c221830c13,Thu Aug 04 2022 14:25:17 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:25:17 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6bf1feae8f2ce250d2f_Jerome_Tupa_Les_Invalides_30x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6c183c36cc00f26e348_Jerome_Tupa_Les_Invalides_30x22.jpg,30,22,,,,,,,,,false,,false
Life Flow 2,life-flow-2,632b56d98acca70c72830aa4,632b56d98acca75eee830c14,Thu Aug 04 2022 14:25:50 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:25:50 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6dd8b2b6eb72a9ba2d3_Jerome_Tupa_Life_Flow_2_30x41.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6dffea76e059f93a7a6_Jerome_Tupa_Life_Flow_2_30x41.jpg,30,41,,,,,,,,,false,,false
Life Flow 3,life-flow-3,632b56d98acca70c72830aa4,632b56d98acca75574830c15,Thu Aug 04 2022 14:32:18 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:32:18 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6fa9147fe695d2cc6f5_Jerome_Tupa_Life_Flow_3.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd6fdd6671b78e3fb7df0_Jerome_Tupa_Life_Flow_3.jpg,30,42,,,,,,,,,false,,false
Life Flow 4,life-flow-4,632b56d98acca70c72830aa4,632b56d98acca7618c830c16,Thu Aug 04 2022 14:32:45 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:32:45 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd88404002216982b110e_Jerome_Tupa_Life_Flow_4_20x26.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd88736313d269f5c9434_Jerome_Tupa_Life_Flow_4_20x26.jpg,20,26,,,,,,,,,false,,false
Life Flow 5,life-flow-5,632b56d98acca70c72830aa4,632b56d98acca70f06830c17,Thu Aug 04 2022 14:33:11 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:33:11 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd89859ca1db111520cb2_Jerome_Tupa_Life_Flow_5_22x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd89c59ca1de65b520ccb_Jerome_Tupa_Life_Flow_5_22x30.jpg,22,30,,,,,,,,,false,,false
Life Flow,life-flow-6,632b56d98acca70c72830aa4,632b56d98acca70ea6830c18,Thu Aug 04 2022 14:33:36 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:33:36 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd8b372e5af05f715a169_Jerome_Tupa_Life_Flow_30x42.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd8b683c36c0bc626fb23_Jerome_Tupa_Life_Flow_30x42.jpg,30,42,,,,,,,,,false,,false
Lightscape 1,lightscape-1,632b56d98acca70c72830aa4,632b56d98acca7357c830c19,Thu Aug 04 2022 14:34:02 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:34:02 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd8cb36313d294c5c9515_Jerome_Tupa_Lightscape_1_41x26.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd8cdc09ba34584019b90_Jerome_Tupa_Lightscape_1_41x26.jpg,41,26,,,,,,,,,false,,false
Lightscape 2,lightscape-2,632b56d98acca70c72830aa4,632b56d98acca74d46830c1a,Thu Aug 04 2022 14:34:28 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:34:28 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd8e632aa512eefaed086_Jerome_Tupa_Lightscape_2_30x42.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd8e89147feab292cdf96_Jerome_Tupa_Lightscape_2_30x42.jpg,30,42,,,,,,,,,false,,false
Lightscape 5,lightscape-5,632b56d98acca70c72830aa4,632b56d98acca75d9b830c1b,Thu Aug 04 2022 14:35:05 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:35:05 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd9040e99efd3cfced53d_Jerome_Tupa_Lightscope_5_32x48.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd90641a9f484550075d1_Jerome_Tupa_Lightscope_5_32x48.jpg,32,48,,,,,,,,,false,,false
"Local Church, Athens",local-church-athens,632b56d98acca70c72830aa4,632b56d98acca7955b830c1c,Thu Aug 04 2022 14:35:39 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:53:34 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd923040022acac2b1665_Jerome_Tupa_Local_Church_Athens_16x13.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd9264ecda2602f8191cd_Jerome_Tupa_Local_Church_Athens_16x13.jpg,16,13,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
Loretto,loretto,632b56d98acca70c72830aa4,632b56d98acca72bb5830c1d,Thu Aug 04 2022 14:36:05 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:36:05 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd94675eba555ac542815_Jerome_Tupa_Loretto_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd94983c36c5ec526fda8_Jerome_Tupa_Loretto_30x23.jpg,30,23,,,,,,,,,false,,false
Loretto Basilica,loretto-basilica,632b56d98acca70c72830aa4,632b56d98acca7a90d830c1f,Thu Aug 04 2022 14:36:33 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:36:33 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd96075eba576c1542888_Jerome_Tupa_Loretto_Basilica_30x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd96120649b3ef9187e77_Jerome_Tupa_Loretto_Basilica_30x22.jpg,30,22,,,,,,,,,false,,false
Magnificat,magnificat,632b56d98acca70c72830aa4,632b56d98acca7b5eb830c22,Thu Aug 04 2022 14:38:23 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:38:23 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd9d220ab647cf06182e8_Jerome_Tupa_Magnificat_82x108.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd9d641fac75d94f9ca22_Jerome_Tupa_Magnificat_82x108.jpg,82,108,,,,,,,,,false,,false
"Mantova, Italy",mantova-italy,632b56d98acca70c72830aa4,632b56d98acca74d50830c23,Thu Aug 04 2022 14:39:02 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:47:11 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd9fa32e6655450e90059_Jerome_Tupa_Mantova_Italy_93x42.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebd9fc36313d66805ca71d_Jerome_Tupa_Mantova_Italy_93x42.jpg,93,42,,,,,,,,,false,,false
Mantova Leaning Tower,mantova-leaning-tower,632b56d98acca70c72830aa4,632b56d98acca76fb6830c34,Thu Aug 04 2022 14:47:01 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:47:01 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdbc4d6671b1624fbacf0_Jerome_Tupa_Montova_Leaning_Tower_31x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdbc772e5af6c0615b971_Jerome_Tupa_Montova_Leaning_Tower_31x22.jpg,31,22,,,,,,,,,false,,false
Mar Saba Monastery,mar-saba-monastery,632b56d98acca70c72830aa4,632b56d98acca7b45e830c32,Thu Aug 04 2022 14:45:31 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:57:09 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdb7ba2b05a0775445f31_Jerome_Tupa_Monastery_Mar_Saba_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdb7e8fa58f09f5054c12_Jerome_Tupa_Monastery_Mar_Saba_30x23.jpg,30,23,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
"Marais, Paris",marais-paris,632b56d98acca70c72830aa4,632b56d98acca7f624830c47,Thu Aug 04 2022 14:58:08 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:58:08 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebde6eb018b3763bc4f85e_Jerome_Tupa_Paris_Marais_48x36.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebde71459eea9b4bdffa99_Jerome_Tupa_Paris_Marais_48x36.jpg,48,36,,,,,,,,,false,,false
Marquee,marquee,632b56d98acca70c72830aa4,632b56d98acca798c6830c25,Thu Aug 04 2022 14:39:57 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:39:57 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda2dc60a5c3c4e5e52a2_Jerome_Tupa_Marquee_38x46.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda307ba9001ef94538f8_Jerome_Tupa_Marquee_38x46.jpg,38,46,,,,,,,,,false,,false
Meditation 1,meditation-1,632b56d98acca70c72830aa4,632b56d98acca702cc830c26,Thu Aug 04 2022 14:40:35 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:40:35 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda5383c36c247e270680_Jerome_Tupa_Meditation_1_60x70.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda5475eba57ac85433d2_Jerome_Tupa_Meditation_1_60x70.jpg,60,70,,,,,,,,,false,,false
Meditation 2,meditation-2,632b56d98acca70c72830aa4,632b56d98acca7370d830c27,Thu Aug 04 2022 14:41:03 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:41:03 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda72ba07b472300e187b_Jerome_Tupa_Meditation_2_59x69.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda7436313d95235cab51_Jerome_Tupa_Meditation_2_59x69.jpg,59,69,,,,,,,,,false,,false
Meditation 3,meditation-3,632b56d98acca70c72830aa4,632b56d98acca72430830c28,Thu Aug 04 2022 14:41:27 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:41:27 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda8a1cef28cb82f8ffb5_Jerome_Tupa_Meditation_3_50x55.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda8c8fa58fe93a054011_Jerome_Tupa_Meditation_3_50x55.jpg,50,55,,,,,,,,,false,,false
Meditation 4,meditation-4,632b56d98acca70c72830aa4,632b56d98acca702a4830c29,Thu Aug 04 2022 14:41:52 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:41:52 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdaa381300606d2a6a572_Jerome_Tupa_Meditations_4_60x69.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdaa583c36c6f9d270a0c_Jerome_Tupa_Meditations_4_60x69.jpg,60,69,,,,,,,,,false,,false
Memorare 6,memorare-6,632b56d98acca70c72830aa4,632b56d98acca72ad2830c2a,Thu Aug 04 2022 14:42:15 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:42:15 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdab983c36c430d270a64_Jerome_Tupa_Memorare_6_23x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdabb4ecda2703c819b80_Jerome_Tupa_Memorare_6_23x30.jpg,22,30,,,,,,,,,false,,false
Milan Marketplace,milan-marketplace,632b56d98acca70c72830aa4,632b56d98acca72f21830c24,Thu Aug 04 2022 14:39:29 GMT+0000 (Coordinated Universal Time),Thu Aug 04 2022 14:39:29 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda11eb86d3db7879e762_Jerome_Tupa_Marketplace_Milan_30x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebda138ef10856b304828b_Jerome_Tupa_Marketplace_Milan_30x22.jpg,30,22,,,,,,,,,false,,false
"Minarets, Aleppo",minarets-aleppo,632b56d98acca70c72830aa4,632b56d98acca7218e830c2c,Thu Aug 04 2022 14:43:16 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:54:42 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdaf6bf75bba8a9c46dd8_Jerome_Tupa_Minarets_Aleppo_17x24.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62ebdaf88130063319a6a990_Jerome_Tupa_Minarets_Aleppo_17x24.jpg,17,24,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
